	row number	reason	data
293	326	Invalid site type&Invalid start date	{'account_no': 326, 'customer_number': 8361, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '7/12/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': '6/1/21'}
294	327	Invalid site type&Invalid start date	{'account_no': 327, 'customer_number': 5597, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '15/2/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '3/9/21'}
295	328	Invalid site type&Invalid start date	{'account_no': 328, 'customer_number': 2948, 'age_group': '55-59', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '6/6/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '3/9/21'}
296	329	Invalid site type&Invalid start date	{'account_no': 329, 'customer_number': 9303, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '27/7/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '7/9/21'}
297	330	Invalid site type&Invalid start date	{'account_no': 330, 'customer_number': 15218, 'age_group': '>69', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '24/8/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '13/9/21'}
298	331	Invalid site type&Invalid start date	{'account_no': 331, 'customer_number': 8249, 'age_group': '35-39', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '25/5/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '3/9/21'}
299	332	Invalid site type&Invalid start date	{'account_no': 332, 'customer_number': 16429, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '26/7/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '30/8/21'}
300	333	Invalid site type&Invalid start date&Invalid end date	{'account_no': 333, 'customer_number': 15328, 'age_group': '35-39', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '10/6/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
301	334	Invalid site type&Invalid start date&Invalid end date	{'account_no': 334, 'customer_number': 17692, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '8/5/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
302	335	Invalid site type&Invalid start date&Invalid end date	{'account_no': 335, 'customer_number': 11115, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '19/5/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
303	336	Invalid site type&Invalid start date&Invalid end date	{'account_no': 336, 'customer_number': 13109, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '2/9/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
304	337	Invalid site type&Invalid start date&Invalid end date	{'account_no': 337, 'customer_number': 10086, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '24/1/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
305	338	Invalid site type&Invalid start date	{'account_no': 338, 'customer_number': 8024, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '26/1/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '26/1/21'}
306	339	Invalid site type&Invalid start date	{'account_no': 339, 'customer_number': 12757, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '2/9/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': '28/1/21'}
307	340	Invalid site type&Invalid start date&Invalid end date	{'account_no': 340, 'customer_number': 3120, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '4/4/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
308	341	Invalid site type&Invalid start date&Invalid end date	{'account_no': 341, 'customer_number': 15074, 'age_group': '55-59', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '28/4/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
309	342	Invalid site type&Invalid start date&Invalid end date	{'account_no': 342, 'customer_number': 12546, 'age_group': '>69', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '7/5/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
310	343	Invalid site type&Invalid start date	{'account_no': 343, 'customer_number': 2992, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '24/5/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '28/5/21'}
311	344	Invalid site type&Invalid start date	{'account_no': 344, 'customer_number': 324, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '12/5/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '11/6/21'}
312	345	Invalid site type&Invalid start date	{'account_no': 345, 'customer_number': 17840, 'age_group': '35-39', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '7/7/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '9/7/21'}
313	346	Invalid site type&Invalid start date	{'account_no': 346, 'customer_number': 7940, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '15/7/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '20/7/21'}
314	347	Invalid site type&Invalid start date	{'account_no': 347, 'customer_number': 6060, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '26/5/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '26/7/21'}
315	348	Invalid site type&Invalid start date&Invalid end date	{'account_no': 348, 'customer_number': 181, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '10/7/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
316	349	Invalid site type&Invalid start date&Invalid end date	{'account_no': 349, 'customer_number': 1096, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '12/5/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
317	350	Invalid site type&Invalid start date	{'account_no': 350, 'customer_number': 17280, 'age_group': '40-44', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '7/11/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': '9/11/20'}
318	351	Invalid site type&Invalid start date	{'account_no': 351, 'customer_number': 859, 'age_group': '50-54', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '8/11/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': '13/11/20'}
319	352	Invalid site type&Invalid start date	{'account_no': 352, 'customer_number': 1734, 'age_group': '40-44', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '26/1/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '26/1/21'}
320	353	Invalid site type&Invalid start date	{'account_no': 353, 'customer_number': 2176, 'age_group': '50-54', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '11/9/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': '28/1/21'}
321	354	Invalid site type&Invalid start date	{'account_no': 354, 'customer_number': 1237, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '27/1/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '29/1/21'}
322	355	Invalid site type&Invalid start date	{'account_no': 355, 'customer_number': 1493, 'age_group': '35-39', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '8/7/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': '28/1/21'}
323	356	Invalid site type	{'account_no': 356, 'customer_number': 7137, 'age_group': '<25', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Closed', 'green_power': 0, 'sale_date': '18/2/21', 'cool_off': nan, 'billing_start': '18/2/21', 'billing_end': '17/2/21'}
324	357	Invalid site type&Invalid start date&Invalid end date	{'account_no': 357, 'customer_number': 6670, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '18/2/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
325	358	Invalid site type&Invalid start date	{'account_no': 358, 'customer_number': 17080, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '8/4/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '20/4/21'}
326	359	Invalid site type&Invalid start date	{'account_no': 359, 'customer_number': 3837, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '17/3/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '4/5/21'}
327	360	Invalid site type&Invalid start date	{'account_no': 360, 'customer_number': 700, 'age_group': '60-64', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '20/3/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '22/4/21'}
328	361	Invalid site type&Invalid start date&Invalid end date	{'account_no': 361, 'customer_number': 3636, 'age_group': '65-69', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '25/3/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
329	362	Invalid site type&Invalid start date&Invalid end date	{'account_no': 362, 'customer_number': 552, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 100, 'sale_date': '31/3/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
330	363	Invalid site type&Invalid start date	{'account_no': 363, 'customer_number': 3284, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '13/4/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '18/5/21'}
331	364	Invalid site type&Invalid start date	{'account_no': 364, 'customer_number': 14443, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '24/5/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '26/5/21'}
332	365	Invalid site type&Invalid start date	{'account_no': 365, 'customer_number': 5039, 'age_group': '40-44', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '8/6/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '9/6/21'}
333	366	Invalid site type&Invalid start date	{'account_no': 366, 'customer_number': 14788, 'age_group': '50-54', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '23/7/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '23/7/21'}
334	367	Invalid site type&Invalid start date&Invalid end date	{'account_no': 367, 'customer_number': 2592, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '24/8/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
335	368	Invalid site type&Invalid start date	{'account_no': 368, 'customer_number': 4597, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '9/12/20', 'cool_off': nan, 'billing_start': nan, 'billing_end': '17/12/20'}
336	369	Invalid site type&Invalid start date	{'account_no': 369, 'customer_number': 13419, 'age_group': '65-69', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '26/1/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '26/1/21'}
337	370	Invalid site type&Invalid start date	{'account_no': 370, 'customer_number': 16950, 'age_group': '55-59', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '26/1/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '26/1/21'}
338	371	Invalid site type&Invalid start date	{'account_no': 371, 'customer_number': 5388, 'age_group': '60-64', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '26/1/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '26/1/21'}
339	372	Invalid site type&Invalid start date&Invalid end date	{'account_no': 372, 'customer_number': 121, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '27/1/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
340	373	Invalid site type&Invalid start date	{'account_no': 373, 'customer_number': 6306, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '2/2/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '2/2/21'}
341	374	Invalid site type&Invalid start date&Invalid end date	{'account_no': 374, 'customer_number': 17669, 'age_group': '35-39', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '21/4/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
342	375	Invalid site type&Invalid start date	{'account_no': 375, 'customer_number': 838, 'age_group': '55-59', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '13/5/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '14/5/21'}
343	376	Invalid site type&Invalid start date	{'account_no': 376, 'customer_number': 10752, 'age_group': '35-39', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '17/3/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '1/6/21'}
344	377	Invalid site type&Invalid start date	{'account_no': 377, 'customer_number': 1325, 'age_group': '35-39', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '18/5/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '1/6/21'}
